developer,total_games,avg_price_usd,avg_positive_review_percentage,total_reviews
We Create Stuff,3,1.16,95.23,5812
Sour Lemon Studios,3,4.66,95.22,61
Hogo Company,3,4.49,95.12,42
ShenTzu,3,2.49,95.12,51
Themisian,3,16.66,95.09,213
torcado,3,2.12,95.09,3203
Doodad Games,3,4.66,95.08,70
Happy Broccoli Games,3,6.19,95.06,6903
Lich & Lily,3,4.26,95.06,81
Soy Boy Games,3,2.99,95.04,135
foxel_,3,3.33,95.02,98
Brady Soglin,3,3.33,95.01,339
多巴胺军火商,3,2.72,95.01,306
CHEN JIE,3,0.49,95.0,20
ColaCatGames,3,1.72,95.0,49
Cozy Strawberry,3,0.0,95.0,37
Jaibo Games,3,1.99,95.0,148
Witch Beam,3,8.66,95.0,37303
EMSRoy,3,0.86,94.97,1574
Deep Dive Interactive,3,4.76,94.94,362
2Bit Couch Games,3,4.66,94.87,17
NoiArts,3,1.99,94.87,50
Poobool,3,1.71,94.84,231
17Night,3,2.76,94.83,97
Dennaton Games,3,1.41,94.82,173642
Dumativa,3,10.16,94.81,13418
Sorath,3,2.08,94.81,11927
Tomás Esconjaureguy,3,3.24,94.81,809
Vorobushek,3,2.42,94.78,60
Pixel Licker LLC,3,9.99,94.77,101
Cozy Village,3,0.69,94.75,194
Katatema,3,1.66,94.74,255
Ben Allen,3,3.33,94.71,186
Merso Entertainment,3,6.01,94.68,58
SimTex,3,4.99,94.68,2659
CarlMorganArt,3,1.66,94.65,31
NoBreadStudio,3,6.94,94.65,327
oates,3,2.66,94.64,210
Ben Olding Games,3,11.32,94.61,588
mumimumi,3,14.99,94.59,80
Nitro+CHiRAL,3,9.99,94.51,4510
dietzribi,3,3.74,94.5,889
Hockey Legacy Manager,3,9.32,94.49,101
Moral Anxiety Studio,3,3.01,94.49,4310
GrimTalin,3,0.99,94.47,88
Gabriel Jacintho Bertasso,3,0.99,94.44,38
Guilherme Palacios Fraga Uema,3,0.99,94.44,27
Jonathan Francis,3,2.42,94.44,17
Mamori Games,3,0.89,94.44,13
Slightly Esoteric Studios,3,1.99,94.44,8
Takeover Studios,3,0.26,94.44,11
整个好活,3,2.16,94.44,18
TheShelfman,3,1.73,94.42,83
uglycoal,3,1.4,94.38,552
hannibalnotdead,3,0.96,94.37,1350
Artificer,3,8.99,94.34,2397
Northplay,3,1.49,94.33,290
TheLaba,3,3.66,94.32,298
うどんぱ,3,3.49,94.29,35
David Amado Fernández,3,2.66,94.25,43
Made From Strings,3,4.16,94.24,71
Broken Toilet Games,3,1.42,94.22,108
PD_CGT,3,5.82,94.15,130
Blank Dream Studios,3,2.33,94.14,521
Asteristic Game Studio,3,3.09,94.13,2879
Charging Llama,3,2.26,94.12,32
GuiltyEva,3,0.53,94.12,17
Tomorrow Corporation,3,4.54,94.12,19244
doublemizzlee,3,1.99,94.12,21
Friedemann,3,3.79,94.09,4646
MaxBytes,3,9.66,94.09,425
SelianiDEV,3,2.54,94.09,136
Miju Games,3,7.99,94.08,54354
Peter Hijma,3,0.49,94.03,85
Puppet Combo,3,8.16,93.98,4564
Weathered Sweater,3,0.96,93.98,328
ProjectMoon,3,18.33,93.95,78441
11Sheep,3,2.99,93.94,821
Great Potion Games,3,1.39,93.94,27
Polyarc,3,9.32,93.91,3888
Aarjvark,3,3.33,93.88,50
Favorite,3,11.82,93.88,467
Faith G.,3,5.99,93.86,380
Vikintor,3,3.99,93.85,656
Bitlife,3,1.99,93.83,282
Ryan Forrester,3,3.92,93.83,558
LockedOn Games,3,6.99,93.82,800
Maris Ozols,3,7.49,93.82,111
Rascal Devworks,3,6.74,93.82,279
Mind's Eye Games,3,4.41,93.8,50
Okomotive,3,7.99,93.79,26988
Happy Snake,3,2.32,93.78,405
Picorinne Soft,3,4.49,93.77,280
Dhood Gaming,3,8.32,93.75,13
Kz Software,3,6.19,93.75,37
LZR GAMES,3,4.43,93.75,27
TEAM SHINZA,3,3.99,93.75,11
iBlackpen,3,1.66,93.75,1848
CLOCKUP,3,12.82,93.74,198
Tiny Warrior Games,3,4.49,93.74,474
Charlie Brej,3,4.82,93.73,436
Noumenon Games,3,3.32,93.73,1650
Artificial Worlds,3,6.99,93.72,102
BrickCream,3,0.72,93.72,430
Red Barrels,3,6.91,93.72,248134
Modus Interactive,3,5.16,93.69,233
Mossmouth,3,9.82,93.62,43027
Wicky Yu,3,0.49,93.61,506
HeyNau,3,2.65,93.54,1245
Marcos Donnantuoni,3,4.24,93.53,61
September Games,3,3.32,93.52,1083
Wide Right Interactive,3,3.0,93.49,716
DVloper,3,4.99,93.46,7897
Miloš Lužnjanin,3,2.59,93.43,45
Neuston AB,3,2.62,93.42,125
CenterPoint Gaming,3,1.83,93.38,31352
Team Soda,3,7.47,93.36,3025
Scott Ethington,3,5.99,93.34,36
Tiberius,3,5.09,93.34,20
Aridide Production,3,4.99,93.33,22
Blue Pin Studio,3,0.83,93.33,30
Ezone PTY LTD,3,9.99,93.33,43
GAMING RIKISHI,3,5.82,93.33,8
Greenlynx,3,2.32,93.33,8
Zios,3,1.36,93.33,7
Andrew Morrish,3,3.39,93.32,2292
Janne,3,1.06,93.3,61
Boundless Dynamics,3,11.82,93.22,19875
ReLU Games,3,7.59,93.22,954
DY STUDIO,3,2.99,93.21,35
Kitsune Games,3,6.66,93.19,1098
Inorganic Visions,3,10.66,93.18,27
Jollypunch Games,3,2.99,93.18,808
Nikola Bulj,3,0.9,93.18,136
SimonCreative,3,8.22,93.18,610
The N Main Shop,3,19.32,93.16,190
lemoniedev,3,0.56,93.16,41
Shido Game Studio,3,1.99,93.13,44
Kyuppin,3,4.84,93.11,324
箱崎奈绪(Hakozaki Nao),3,2.33,93.1,29
Galactic Workshop,3,3.39,93.06,144
Malzbie Games,3,4.83,93.04,199
Andriy Bychkovskyi,3,3.74,93.0,804
Shiny Shoe,3,12.16,93.0,29225
Goblinz Enterprises Ltd,3,4.56,92.98,2064
Twelve Tiles,3,2.06,92.92,443
scitydreamer,3,4.06,92.91,64
GAGA,3,1.91,92.89,484
Gustav Almström,3,3.33,92.85,25
My Digital Garden,3,5.32,92.85,8
lapys games,3,2.37,92.85,8
Pelican Party Studios,3,0.0,92.82,696
Simon Carny,3,2.83,92.79,162
Icy Mountain Studios,3,1.79,92.74,104
Linked Squad,3,1.66,92.73,4178
Bawu Team,3,1.99,92.71,1132
Zertuk,3,2.06,92.71,66
PEARFLOWER,3,2.84,92.69,462
Slay Buherman,3,1.66,92.69,117
Pocket Trap,3,7.49,92.68,964
Lucky Raccoon Games,3,1.57,92.65,57
PlatinumGames,3,13.99,92.65,119437
Podoba Interactive,3,2.48,92.65,68
Clover Bite,3,8.54,92.64,5812
Stegersaurus Software Inc.,3,2.17,92.63,8130
Synthetic Domain,3,2.53,92.63,726
Secret Exit Ltd.,3,5.24,92.62,6620
Lightsoutgames,3,2.99,92.59,29
NUMBER7,3,2.83,92.59,27
Zeno Rogue,3,4.99,92.58,499
Bugbear Entertainment,3,2.49,92.55,30794
MadBug Studio,3,1.59,92.55,161
Easy S Studio,3,1.51,92.53,194
ぽんこん堂,3,5.32,92.53,39
Fuzz Force,3,6.81,92.52,184
Nuci,3,9.32,92.52,446
Ivan Zanotti's MyMadnessWorks,3,1.72,92.51,3270
EXOR Studios,3,5.33,92.48,25928
maou,3,2.92,92.47,197
AKATSUKI-WORKS,3,10.69,92.46,1554
プラスカゼット,3,4.32,92.46,160
Jon Nielsen,3,3.44,92.45,945
Philosophical School of Games,3,1.32,92.43,109
Nifty Visuals,3,10.49,92.4,1054
ByerN,3,4.92,92.39,47
Nitroplus,3,10.99,92.37,13178
Red Six Development,3,0.49,92.32,2330
寂静四周,3,3.66,92.32,39
Dan's Games,3,0.59,92.31,45
GALEX SOFT,3,12.31,92.31,29
Quill Yuri,3,4.66,92.31,26
SB_Games_Public,3,10.99,92.31,13
KO_OP,3,7.91,92.29,2895
神族宝,3,4.33,92.28,1126
Bacon Bandit Games,3,0.53,92.27,943
FYQD-Studio,3,4.39,92.18,71506
Studio Nanafushi,3,5.99,92.18,2772
Giant Squid,3,14.99,92.17,27800
Kidalang,3,3.12,92.17,364
SpaceMyFriend,3,2.19,92.17,162
HEAD GMZ,3,0.99,92.16,20
Moonskull Games,3,1.3,92.16,180
Doborog Games,3,6.66,92.14,36884
PiBoSo,3,25.74,92.13,29345
Mutual Fun Studio,3,0.66,92.1,29
Studio Pixel,3,1.0,92.1,3164
YMCAT/Regista,3,6.32,92.1,31
Eternal Dream,3,2.99,92.09,3750
Porcelain Fortress,3,6.99,92.07,2384
Creature Labs,3,3.99,92.06,196
ENIGMA STUDIO,3,6.82,92.05,812
Yajin,3,2.62,92.05,50
Lululu Entertainment,3,3.44,92.04,130
Andrei Fomin,3,7.49,92.03,65
Alexander Taylor,3,4.14,92.02,303
kaiakairos,3,0.16,92.0,25
FinalBoss Games,3,5.49,91.99,327
Troika Games,3,7.62,91.97,15672
Hartree FR,3,4.66,91.94,73
Shimobashira Workshop,3,11.07,91.93,6093
Cosmo D,3,3.66,91.92,3501
△○□× (Miwashiba),3,1.19,91.92,6412
4H StudioLab,3,0.0,91.91,1133
Marc Zimmermann,3,3.59,91.91,785
HuniePot,3,4.46,91.9,33652
Hanoi Studios,3,1.09,91.88,95
MagicalTimeBean,3,1.41,91.88,1183
NoFace工作室,3,3.66,91.88,63
Dear Done Dead,3,3.74,91.86,100
Krispy Animation,3,5.99,91.83,207
games by lum,3,1.99,91.8,364
Object Normal,3,1.0,91.77,70
Thomas Moon Kang,3,4.99,91.76,8354
Scorpiniti Bruno,3,0.49,91.75,34
套鹿工作室,3,2.33,91.74,86
Statera Studio,3,7.91,91.73,660
Neotro Inc.,3,10.12,91.72,199
Net Get Games,3,2.32,91.72,64
Lucas Le Slo,3,2.02,91.71,150
CSTG-小光,3,3.89,91.7,351
Isaac Cohen,3,1.99,91.69,277
Elusive Panda,3,4.99,91.67,19
GrandMA Studios,3,6.32,91.67,28
Hayo van Reek,3,3.32,91.67,17
Hyakuren Soft,3,8.99,91.67,35
Mango x2,3,1.49,91.67,17
PRIME WORKS Co.,3,2.32,91.67,7
Slimomo,3,1.99,91.67,30
Yuri Kissaten,3,9.66,91.67,12
megaeggz,3,0.79,91.67,7
Evilkookey Games,3,3.19,91.66,26
GoldPumpkin Inc.,3,7.32,91.66,8
KG Games,3,2.32,91.66,11
Luis Pedro Lopez Perez,3,1.99,91.66,8
Outerlynx,3,4.99,91.66,10
PDS Games,3,1.07,91.66,19
Vaeril Games,3,5.61,91.66,16
Jérôme Bodin,3,5.06,91.62,197
SinksAdventure,3,3.32,91.61,124
Nozhin games studio,3,1.66,91.59,126
Inverse Game,3,1.19,91.58,7226
Lateralis Heavy Industries,3,8.49,91.58,3561
Erik Asmussen,3,3.99,91.55,9270
HEATHER FLOWERS,3,2.29,91.54,556
MDH Software,3,5.36,91.51,69
Tameem Hamoui,3,0.0,91.5,341
Elasto Mania Team,3,7.66,91.44,292
Headless Chicken Games,3,11.49,91.43,75
Cellar Door Games,3,4.82,91.42,35765
Kittehface Software,3,1.46,91.42,699
Seed by Seed,3,9.32,91.42,287
Massive Monster,3,5.16,91.41,105251
Mado,3,3.33,91.38,58
IDEA FRUITION,3,2.08,91.36,2203
莉莉恩工作室,3,1.78,91.36,208
DigiTales Interactive,3,2.61,91.35,2794
Nucko Games,3,6.66,91.34,78
Jump Over The Age,3,8.82,91.33,11688
RageSquid,3,11.57,91.31,20087
RexCorp,3,5.69,91.31,32
Hedgefield,3,1.33,91.3,23
Mötiv,3,0.89,91.3,46
Kyle Seeley,3,1.99,91.26,43987
Two Point Studios,3,10.99,91.26,45783
Samu,3,1.0,91.25,510
Yellow Dot,3,6.19,91.25,317
Wingware,3,83.32,91.24,56
Creaky Lantern Games,3,7.49,91.23,87
Euclides Lopes,3,0.94,91.23,55
WhyKev,3,6.37,91.23,223
Luke Vincent,3,3.82,91.22,160
Gallium Games,3,4.16,91.2,62
Hyper Three Studio,3,4.19,91.2,1263
HFRK.,3,3.46,91.18,588
Valtteri Tavast,3,0.5,91.18,34
HeartCoreDev,3,9.82,91.17,1097
Eleven Puzzles,3,2.93,91.13,1985
Studio LEF,3,4.52,91.12,66
Dojin Otome,3,9.99,91.1,31924
[OneManBand],3,2.29,91.1,243
Paulo Sacilotti Junior,3,2.83,91.09,97
Pankabre,3,0.99,91.07,23
KIRA LLC,3,5.59,91.05,8827
Valhalla Cats,3,2.73,91.04,1898
Clarity Games,3,2.08,91.03,784
Robot Legs Games,3,2.16,91.03,61
Bone Nail,3,5.91,91.0,13676
Joey Drew Studios,3,3.96,90.98,42265
Yakiniku Banzai,3,5.49,90.98,673
Matrix Science,3,1.72,90.96,102
Ravegan,3,4.16,90.92,153
Creetah Ltd,3,7.32,90.91,12
Fyn Games,3,4.32,90.91,15
Mon Amiral,3,1.66,90.91,11
Pixelnest Studio,3,5.12,90.91,1071
Terrible Toybox,3,4.16,90.89,13065
Seventeen horns,3,7.56,90.88,484
byDanDans,3,4.66,90.78,49
Worthing & Moncrieff,3,10.66,90.74,67
Andrew Ryan Henke,3,3.41,90.72,280
Myoubouh Corp,3,1.26,90.72,35
Roope Tamminen,3,1.29,90.71,3132
Endless Shirafu,3,8.49,90.68,122
Runic Games,3,3.66,90.65,56540
NEKOTOKAGE GAMES,3,13.16,90.64,508
ButtonSoft,3,7.99,90.63,219
Morteshka,3,7.91,90.63,7141
Headbang Studio,3,1.82,90.62,92
Planeta,3,2.33,90.62,57
Ionborn Entertainment,3,6.99,90.6,46
Pancake Games,3,8.92,90.59,7859
Videojuegos Fermín,3,1.33,90.59,105
Jesper Bergman,3,1.66,90.58,138
Perfectly Paranormal,3,2.66,90.57,3954
Noio,3,3.99,90.55,36043
Sugarcane Games,3,2.32,90.51,1132
Robot,3,3.26,90.5,301
HotBunny,3,0.83,90.48,21
Spinfoam Games,3,2.41,90.48,18
Media Art,3,3.49,90.47,19
ODale Studios,3,2.68,90.47,101
Crunchy Leaf Games,3,1.3,90.46,283
18Light Game Ltd.,3,6.56,90.45,2224
JustWallWireHead Games,3,3.59,90.45,51
kido,3,8.32,90.43,560
theclasoft,3,0.82,90.42,71
Explosive Squat Games,3,5.82,90.41,8346
Stormfront Studios,3,4.82,90.41,257
Flamebait Games,3,7.32,90.35,8652
Deathtrap,3,0.99,90.34,155
Havishamone Games,3,2.04,90.34,219
Oni Gaming,3,0.0,90.34,766
Wild River Games GmbH,3,11.69,90.34,166
Breakfall,3,9.99,90.33,994
Centicerise Productions,3,1.93,90.33,216
Oba Games,3,3.32,90.33,33
Steve O'Gorman,3,0.0,90.33,43
Aarimous,3,4.46,90.31,203
u&i,3,0.0,90.31,4491
Die Gute Fabrik,3,6.49,90.29,1398
Erlend Kirkeboe,3,5.02,90.28,281
Mushy Jukebox,3,1.01,90.26,72
Alastair John Jack,3,2.53,90.24,2759
Turbo Button,3,7.49,90.23,254
Indiesruption,3,8.32,90.19,445
Alexander Van den Bulck,3,1.24,90.18,70
Sweet Dreams Studio,3,3.66,90.18,30
Run and jump games,3,0.78,90.17,64
RyseUp Studios,3,14.99,90.15,21699
Dare Looks,3,4.19,90.14,535
Mi'pu'mi Games GmbH,3,2.99,90.14,2434
Loren Lemcke,3,2.69,90.1,3492
Osarion,3,7.66,90.1,1494
ShiinaYashiro,3,0.79,90.1,330
SuperSixStudios,3,1.74,90.1,389
Synax,3,3.16,90.1,70
Magnolia Art,3,1.33,90.09,2513
FivexGames,3,11.32,90.08,33
FLEB,3,1.33,90.07,433
Stormregion,3,3.32,90.06,881
Mana Potion Studios,3,5.62,90.04,7925
Frinky,3,1.24,90.03,4349
Aglobex,3,8.99,90.0,12
Baykal Arts,3,1.33,90.0,10
CarloC-free,3,0.0,90.0,10
Cosmix,3,5.66,90.0,6
Derek Tanis,3,7.24,90.0,8
DreamDeveloper-Studio,3,4.03,90.0,23
EpicVR,3,10.66,90.0,16
Lagartija Software,3,2.99,90.0,38
LivingEveryday,3,2.52,90.0,6
MattTheDev,3,2.59,90.0,25
Seam Entertainment,3,3.86,90.0,27
Strive Continually,3,2.11,90.0,6
Sweeping Avalanche Creations,3,6.32,90.0,13
Void Chamber,3,1.69,90.0,15
cheshewstudio,3,0.99,90.0,11
parade,3,22.91,90.0,10
r4kujin,3,2.56,90.0,6
uehara create,3,1.84,90.0,25
水狗工作室,3,2.66,90.0,50
Rayll,3,2.33,89.94,4623
CookieDev,3,5.88,89.93,5152
ds-sans,3,0.66,89.91,801
Adipson Studio,3,8.32,89.85,100
MD Studio,3,2.49,89.85,180
Double Dash Studios,3,9.99,89.84,386
doinksoft,3,2.64,89.8,6607
selenophobia,3,4.66,89.8,365
Frogsong Studios,3,9.91,89.79,1692
Romans I XVI Gaming,3,5.32,89.79,84
Mito Games,3,1.52,89.76,96
Running Hoffman,3,0.83,89.74,167
Butterscotch Shenanigans,3,7.49,89.73,8851
Akiragoya,3,4.74,89.72,1580
Intravenous Software,3,2.74,89.72,234
Maker製造機,3,7.12,89.72,239
Kodo Linija,3,6.99,89.7,1705
Q-Cumber Factory,3,3.26,89.68,56
Deer Dream Studios,3,4.99,89.67,1676
PartTimeIndie,3,5.18,89.66,1144
Guara Digital,3,0.56,89.65,109
Miracle Moon,3,14.99,89.61,151
Alec Smith,3,1.66,89.58,1215
Happymeal,3,1.99,89.58,34
Kezarus,3,5.51,89.58,113
Laplacian,3,16.86,89.54,950
Colestia,3,0.83,89.53,934
Spyridon Thalassinos,3,6.66,89.51,809
Ben 'Yahtzee' Croshaw,3,5.99,89.47,1215
Boar-in-games,3,0.99,89.45,103
Angry Demon Studio,3,5.26,89.39,4329
Sungame Studio,3,3.32,89.37,175
Titanite Novels,3,0.59,89.36,141
Jeferson Dias,3,1.62,89.34,40
Bew Games,3,6.32,89.33,39
Game Science,3,20.0,89.33,1161869
The Men Who Wear Many Hats,3,4.16,89.33,5586
G.rev Ltd.,3,12.66,89.32,120
D-Pad Studio,3,2.32,89.29,9063
Ethan Harris-Austin,3,1.39,89.28,25
On Target Simulations,3,39.99,89.28,347
Pavo Entertainment,3,3.99,89.28,15
Outer Brain Studios,3,11.25,89.27,1034
Giant Margarita,3,14.99,89.26,99
The Wild Gentlemen,3,6.52,89.23,2830
Spicy Gyro Games,3,1.39,89.21,301
Cabbibo,3,0.66,89.2,72
Flow Fire Games,3,6.66,89.2,17435
2by3 Games,3,37.32,89.19,1110
Kuro Irodoru Yomiji,3,5.82,89.17,488
Robot Gentleman,3,6.32,89.14,32135
Funselektor Labs Inc.,3,9.91,89.13,8950
Carlos Martins,3,2.99,89.11,75
DreamTeam Mobile,3,0.0,89.1,76
Binogure Studio 🐺,3,5.22,89.07,970
Darkania Works,3,2.18,89.06,273
Elf Games,3,3.66,89.04,2572
Accidental Queens,3,0.82,89.03,3873
Powerhoof,3,7.49,89.03,7451
Xlab Digital,3,7.49,89.03,169
Poking Water Games,3,8.79,89.01,397
Bombservice,3,7.96,89.0,16495
Alexey Suslin,3,2.49,88.97,141
Dininho,3,1.66,88.96,106
Ideas Per Second,3,2.82,88.93,34
Arvus Games,3,7.66,88.89,54
Bazuro,3,0.4,88.89,18
Cascade of Leaves,3,8.67,88.89,26
Cross Game Studio,3,2.89,88.89,19
Double E,3,0.71,88.89,20
GG Interactive,3,3.58,88.89,11
Glenn Verheij,3,5.16,88.89,45
Ignatios Productions,3,1.66,88.89,16
JChip Game,3,5.32,88.89,11
Joe Renwick,3,2.16,88.89,16
Newbuild-C,3,1.86,88.89,63
Pepperbox Studios,3,3.62,88.89,54
Raf1Dev,3,1.33,88.89,54
Tabby Cat,3,0.99,88.89,8
Teleport Games Bt,3,2.16,88.89,17
Thiago Cesário Machado,3,5.59,88.89,11
Windzen,3,2.16,88.89,5
aim up games - Peter Thomä,3,1.32,88.89,10
notagamestudio,3,3.99,88.89,56
Headware Games,3,13.99,88.85,2076
肉鸽鸽独立游戏工作室,3,1.01,88.82,92
Zoroarts,3,1.83,88.8,128
Pug Fugly Games,3,1.33,88.79,130
The Creator Workgroup,3,3.99,88.77,34
AnimicGame,3,3.49,88.76,126
NerdyBird Studios,3,0.66,88.76,200
Gas Lantern Games,3,3.99,88.74,185
HandMade Game,3,9.32,88.72,317
Queen Developer,3,3.62,88.7,302
SITER SKAIN,3,3.19,88.67,574
Fish Chain Games,3,1.09,88.66,88
Another Slime Studio,3,3.86,88.64,26
Open Mid Interactive,3,2.06,88.64,822
TimeGate Studios,3,9.99,88.64,511
Salangan Games,3,1.53,88.63,826
Almost Games,3,3.08,88.62,211
Ste's Project,3,1.33,88.62,47
Nocturne Games,3,3.66,88.59,32
元气弹工作室(GD Studio),3,6.94,88.59,5016
Indie Rocky,3,0.99,88.57,18
BeanKing Computer Entertainment,3,1.58,88.56,24
Tomato Fantasy Games,3,2.23,88.53,664
Emergency Exit,3,1.99,88.49,65
Sleepy Duck,3,1.14,88.49,2953
Ndemic Creations,3,7.54,88.48,61980
Fluttering Abyss,3,3.29,88.46,39
GingersoftGames,3,3.32,88.46,18
DaFluffyPotato,3,2.46,88.39,100
Dern Lin,3,1.72,88.38,67
Megapop,3,2.19,88.38,193
tokoronyori,3,3.49,88.37,10763
Clymenia,3,6.49,88.35,2770
kyuu Fujisaki,3,2.74,88.34,143
Gentle Manhands,3,1.0,88.33,169
PIXEL CO.,3,6.99,88.33,21
Shatterproof,3,2.66,88.33,20
Something Something Games,3,3.71,88.33,70
TreeFortress Games,3,9.26,88.32,2458
喜人一个,3,3.54,88.32,2170
Create Something Interesting,3,0.46,88.31,54
Lizardry,3,5.32,88.27,5644
Bitca,3,2.99,88.25,108
Imagination Rabbit,3,0.33,88.24,68
MediaCity Games,3,1.82,88.24,837
Minimum Studio Corp.,3,6.82,88.22,61
Will Sykes Games,3,1.24,88.21,185
Brawsome,3,4.49,88.17,519
Sleepy Sentry,3,4.33,88.15,551
Lasso Games,3,5.49,88.13,216
Cranberry Production,3,4.99,88.1,1272
Nether Lamp,3,1.66,88.09,60
Optillusion,3,7.83,88.09,5549
MuccyGames,3,4.54,88.07,565
Fossil Games,3,2.39,88.02,344
MANGLEDmaw Games,3,5.69,88.02,7505
Planet Moon Studios,3,7.99,88.02,637
Nanali Studios,3,9.32,88.01,255
Nestopi Inc.,3,4.79,88.0,56
Nevertheless Studio,3,1.42,88.0,314
Smokey Moose Games,3,1.99,88.0,146
Velveteen,3,2.39,88.0,40
Flaming Firefly,3,3.99,87.99,325
Yamauchi_games,3,0.4,87.98,257
Jellyfish Parade,3,3.86,87.97,95
Creedon Games,3,3.59,87.95,83
MIDLANDSTORY Inc.,3,14.92,87.91,22
NeutronStar.studio,3,1.73,87.9,144
SE.EED CO.,3,4.64,87.9,47
Gaterooze,3,0.66,87.89,122
Critical Games,3,5.49,87.86,540
It's Anecdotal,3,12.21,87.86,415
团购规划局,3,0.0,87.84,103
Neko Machine,3,6.49,87.82,194
Ryan Wheeler,3,4.99,87.82,19
DNV,3,1.66,87.8,52
Tunermaxx Media GmbH,3,4.66,87.8,197
Viacom NEXT,3,1.66,87.79,92
Silhouette Valley Games,3,0.83,87.77,177
Triband,3,7.99,87.73,5013
Eggcode,3,9.99,87.7,11866
Justus Yew,3,1.23,87.7,65
Placeholder Gameworks,3,8.64,87.7,7089
∇,3,9.99,87.69,265
Bloober Team,3,22.49,87.66,11261
Duhndal,3,1.66,87.66,40183
OuroborOs_,3,0.99,87.66,53
NAISU,3,1.99,87.6,194
Game Alchemists,3,4.74,87.58,33
Vertical Reach,3,7.32,87.58,314
Elden Pixels,3,3.44,87.56,1464
Abyte Entertainment,3,7.52,87.55,5325
Code Mystics,3,15.59,87.54,321
Flippfly LLC,3,5.66,87.54,7525
2E,3,0.96,87.5,17
Cerasus Media,3,4.52,87.5,18
DougVeiraDev,3,2.92,87.5,8
Ilan Manor,3,7.32,87.5,9
Iterative Interactive,3,3.59,87.5,20
SAME QUBE,3,0.33,87.5,13
imayui,3,3.26,87.5,10
xingchunfang,3,1.66,87.5,5
李园园,3,2.99,87.5,5
MorfeoDev,3,4.32,87.49,945
Think Ten Media Group,3,1.65,87.49,80
intiny,3,7.58,87.46,47174
PandaCat 熊喵独立游戏,3,0.83,87.44,595
Dawnwing House,3,0.99,87.41,51
Träumendes Mädchen,3,5.41,87.39,866
neko.works,3,1.99,87.39,541
Cowleyfornia Studios,3,5.62,87.37,79
OppaiMan 2D,3,1.16,87.34,758
White Star Studio,3,8.02,87.34,3439
Sungazer Software LLC,3,2.59,87.32,188
Con Artist Games,3,6.16,87.31,8823
Danny Garay,3,5.86,87.31,142
Aegon Games,3,6.32,87.3,381
Ty Taylor,3,4.26,87.3,6511
SQRT Games,3,1.16,87.22,77
Cool Smithy Games,3,3.06,87.21,85
PICTOLOGI,3,0.33,87.21,478
Nitrome,3,10.66,87.2,1140
Ritual Entertainment,3,4.49,87.16,2235
KEMCO,3,11.82,87.15,7869
thatgamecompany,3,1.87,87.15,39095
Rockwell Studios,3,6.96,87.14,274
ToD Game Studio,3,2.16,87.14,104
Aluba Van+,3,4.71,87.12,19478
StarlightTree Games,3,2.99,87.07,72
Kendall Studios,3,0.53,87.04,19
Paolo Orlandino,3,3.99,87.04,53
grapefrukt games,3,9.32,87.04,352
Light Arc Studio Ltd,3,6.29,87.0,135
Clever Plays,3,3.59,86.96,10531
Sam,3,2.16,86.95,51
Wormwood Studios,3,2.96,86.93,4355
Double Dice Games,3,5.99,86.91,302
ehmprah,3,1.33,86.9,396
Bad Coffee Games,3,1.66,86.87,375
Aartform,3,110.69,86.86,74
Another Dev Company,3,1.16,86.86,66
Toys for Bob,3,11.86,86.86,23871
Genesz,3,1.73,86.84,47463
Grundislav Games,3,8.99,86.81,1341
Marco Hirschfeld,3,2.39,86.81,181
Naughty Dog LLC,3,28.82,86.79,134318
Sluggerfly,3,3.32,86.78,8050
The Game Bakers,3,5.07,86.77,17284
LBR games,3,0.99,86.75,110
asraworks,3,6.67,86.75,1186
Devil's Dozen Games,3,10.49,86.73,65
Knight-HD,3,2.44,86.67,18
BOBER BROS,3,3.0,86.66,813
Active Fungus Studios,3,6.49,86.65,433
Illusion Softworks,3,2.97,86.63,16300
Karolis Dikcius,3,2.79,86.62,45
Reflections,3,2.32,86.61,8974
Toast Interactive,3,13.99,86.61,684
WZOGI,3,1.66,86.61,726
Niffler Ltd.,3,1.24,86.6,1234
Smug Marmot Studios,3,4.99,86.6,387
SECRET CHARACTER,3,8.69,86.58,560
A Sharp,3,9.76,86.53,1118
Toxic Games,3,4.16,86.53,3659
8BitSkull,3,5.76,86.52,1400
Heavy Sheep,3,0.59,86.51,155
Triangle Factory,3,11.33,86.51,1674
Proton Studio Inc,3,2.49,86.5,6022
Aether Studios,3,13.49,86.48,43724
Buka Development,3,0.92,86.43,1664
Dylan Fitterer,3,3.74,86.42,19672
Kokutou Umeboshi,3,3.16,86.42,599
Tuatara Games,3,7.66,86.42,1330
Maschinen-Mensch,3,5.16,86.4,8201
The Stonebot Studio,3,1.83,86.4,169
New World Interactive,3,5.49,86.37,273844
Sassybot,3,7.21,86.36,1857
Astro Game Studio,3,2.09,86.35,30
Haydee Interactive,3,10.66,86.35,8338
Smartmelon Games,3,7.02,86.33,1329
PRODUKTIVKELLER Studios,3,2.09,86.32,1092
Incandescent Games,3,2.24,86.31,682
Sean Young,3,5.82,86.31,17961
Code Avarice,3,5.32,86.3,214
Mixed Realms Pte Ltd,3,9.62,86.28,7975
Nekoromorph,3,2.59,86.27,138
Threeyes,3,3.99,86.27,21
General Arcade,3,7.49,86.26,4339
FusionPlay,3,5.66,86.23,1005
Daniel Jeanneau,3,0.99,86.22,42
ORANGE POPCORN,3,9.57,86.21,766
White Box,3,0.66,86.19,536
Binary Zoo,3,2.66,86.16,1671
